,Time,freq_mean_fx,freq_peak_fx,stdfreq_fx,freq_skew_fx,freq_kurtosis_fx,spectral_entropy_fx,spectral_mean_fx,spectral_std_fx,spectral_skew_fx,spectral_kurtosis_fx,spectral_var_fx,spectral_centroid_fx,spectral_flatness_fx,ZCR_fx,psd_fx,psd_pg_fx,freq_mean_fy,freq_peak_fy,stdfreq_fy,freq_skew_fy,freq_kurtosis_fy,spectral_entropy_fy,spectral_mean_fy,spectral_std_fy,spectral_skew_fy,spectral_kurtosis_fy,spectral_var_fy,spectral_centroid_fy,spectral_flatness_fy,ZCR_fy,psd_fy,psd_pg_fy
0,0.0,22690.0,42.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.107467980087112,3.665794375330995e-11,1.1069609471841095e-10,9.482878878889787,126.74844060609627,1.2253625385907408e-20,77.87078767875757,14.714504513339929,0.30754200859710823,0.0011270086627030648,0.002253061392119202,22690.0,67.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.6338023239749315,1.2876272058735463e-11,2.1320506038578726e-11,4.2745678886026806,31.999518865586452,4.545639777410719e-22,125.42778689339754,-26.88436924010559,0.4958968347010551,0.0006785313152459115,0.0013565087487984466
1,10.0,22690.0,39.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.402849494598611,3.3244505420344536e-11,6.661560952011463e-11,4.044317346743618,23.984044478322986,4.4376394317363865e-21,128.20247755979742,-14.586281486548183,0.2833137944509574,0.0010230343633115613,0.0020450402371640893,22690.0,56.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.714299768224986,1.2112628277723549e-11,1.795991251072739e-11,3.0754082311600746,15.422649971122786,3.2255845739298217e-22,102.04370690358435,28.691353929103837,0.49511527940601796,0.0006331532448501093,0.0012658058735668584
2,20.0,22690.0,39.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.248765147946986,3.2690019070054233e-11,8.487863018763587e-11,6.873606804993411,60.40038705399015,7.204381862529451e-21,100.54766941170016,-0.25046742003571554,0.299726455646737,0.0010079378356500877,0.0020149672301824277,22690.0,41.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.706480191200788,1.1964056136584427e-11,1.7519423462549887e-11,2.8513719072269543,13.81012615680213,3.0693019846014344e-22,52.98341850167354,43.31896778415707,0.5076201641266119,0.0006465242519399333,0.0012925159407644771
3,30.0,22690.0,39.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.211729688154492,3.573685047662419e-11,9.75660186190569e-11,7.777130138103084,81.29313311732115,9.519127989174158e-21,54.14469195071128,2.8436458749383218,0.30011723329425555,0.0010998506740914412,0.002198819028291692,22690.0,65.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.696849835432579,1.3604460781428222e-11,2.030048444381621e-11,3.057007582877736,16.349631017161308,4.1210966865362393e-22,83.43358822259545,-14.330252117447325,0.4880812817506839,0.0007090431641824388,0.00141752873695518
4,40.0,22690.0,39.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.180325338495342,3.733766019308707e-11,1.0110870481828506e-10,7.728525335114643,86.43040792938324,1.0222970190031102e-20,60.19397910691632,-8.58274227954104,0.2985541227041813,0.001146825674091443,0.0022927150581805123,22690.0,39.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.6566992771529625,1.1837647877089317e-11,1.8561170286922312e-11,3.1581879310470553,15.39692081642096,3.445170424201277e-22,60.88158174075687,14.702487529200846,0.4915982805783509,0.000641689443420979,0.0012821561751983552
5,50.0,22690.0,44.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.3928253791838285,3.4269605794259916e-11,7.700662882815297e-11,5.724955944107364,43.519351466512916,5.9300208834769196e-21,50.316902565872084,-13.690926867965754,0.3040250097694412,0.0010577599452911287,0.002114691159510552,22690.0,51.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.755594396555342,1.2399146912270529e-11,1.7318685063349874e-11,2.6308058529980527,11.763360023463413,2.9993685232349807e-22,79.40380202877475,1.1615576821180313,0.5001953888237592,0.0006687590506894428,0.001336793578463442
6,60.0,22690.0,44.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.454082456650871,3.247690529986103e-11,6.730042121640808e-11,5.50121754994082,45.208203392780334,4.529346695905952e-21,50.11555580094979,-3.6085826633943365,0.30754200859710823,0.0009985775875062796,0.0019946265657731998,22690.0,46.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.581551119001728,1.4449485118867175e-11,2.4951540740250194e-11,3.6210465936868257,19.625144076001707,6.225793853123651e-22,50.92866874353817,12.974985087933076,0.48339194998046114,0.0007209058365432931,0.0014412479250121252
7,70.0,22690.0,44.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.371162957232832,3.381099462754229e-11,7.203923669017382e-11,4.4795457015642635,27.07757669454412,5.189651622902887e-21,34.996864519136096,9.486256282485034,0.30324345447440404,0.0010433571163400884,0.0020858892247839394,22690.0,34.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.678973865857715,1.2241124212802992e-11,1.8735996000030373e-11,3.1965240854409447,17.185802013890456,3.510375461131541e-22,69.83181900892939,-4.758075823906426,0.5064478311840562,0.0006839999609222369,0.001367462671239987
8,80.0,22690.0,42.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.1456429828029675,3.7348786094976454e-11,1.0934925292509658e-10,9.464106588305524,132.5873790364099,1.1957259115276742e-20,28.684666737788035,-0.6545688631198148,0.3083235638921454,0.0011460922765589249,0.0022907358095137793,22690.0,58.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.698166408233703,1.3613769551316602e-11,2.0275657251912334e-11,3.008283224879669,15.021529918802024,4.1110227699702524e-22,68.22930552985414,12.424410240450946,0.4990230558812036,0.0007203606277563782,0.001439800596365507
9,90.0,22690.0,42.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.365481396952273,3.285030372991322e-11,7.243880880373965e-11,5.683337300909204,47.878161428053545,5.2473810209047496e-21,66.6164265822694,-9.598234345995582,0.3161391168425166,0.001016751016021883,0.002032707627166287,22690.0,34.0,20.207076179753837,1.8349774886947658e-05,-1.2000496963478755,5.664348676040644,1.2787198944155664e-11,2.0439185346644606e-11,4.197649348851961,34.675685539289084,4.177602976344916e-22,69.18336990901008,-29.881021528281458,0.5150449394294646,0.0007343676240719023,0.0014680835229935146
