,impulse_factor_x_1_1,impulse_factor_x_1_2,impulse_factor_x_2_1,impulse_factor_x_2_2,impulse_factor_x_3_1,impulse_factor_x_3_2,impulse_factor_x_1_3,impulse_factor_x_1_4,impulse_factor_x_1_5,impulse_factor_x_1_6,impulse_factor_x_1_7,impulse_factor_x_2_3,impulse_factor_x_2_4,impulse_factor_x_2_5,impulse_factor_x_2_6,impulse_factor_x_2_7,impulse_factor_x_3_3
0,0.0,0.0013993809026024082,0.0006759008065799488,0.04493248387336024,0.018353056581933203,0.0012033499364626221,0.0,0.0007029467350587182,0.0006475696822948462,0.003677715995741737,0.001663107526617691,0.0,0.0,0.039212834611851655,0.005045819636763593,0.3786550990612477,0.039360008047849476
1,1.6137024209550432e-05,0.0012833713369326816,0.0006936133609161399,0.04412602779050989,0.015866196418511197,0.0011830094514535816,0.0006270449480928475,0.0008688930983584142,0.0007809911248342072,0.003637825047771992,0.0015161288486448266,0.001100412827615152,0.0035035036127537555,0.037119188327050356,0.010974517056587085,0.40390132487262276,0.031703637509267996
2,4.280489286095923e-05,0.0011362800400976508,0.0007411984254183934,0.042941134885135734,0.012540702112221538,0.0011400217548250269,0.0014964835589851289,0.0010492084897681941,0.0010281622856118666,0.0035671671202719413,0.0012418514735907937,0.0021149585794549425,0.008415576585693973,0.03435732033711136,0.0177988859199133,0.3875698648029358,0.02175988113135563
3,7.958244574518547e-05,0.0009623203525723906,0.0008206165591826964,0.04132650731710896,0.008736278347795404,0.001080589350606398,0.002422067333258837,0.0012352704749069576,0.001382597676432673,0.003471419745778581,0.0009311374271574469,0.0031425563698278675,0.014573330005774876,0.03164889402109966,0.024487018780734338,0.4276098873690646,0.014009018329558337
4,0.00012377778959793417,0.0007691863731619508,0.0009266809204440118,0.0392532455230849,0.004987782041774219,0.0010092122342011955,0.0034162413480487985,0.001416958609026353,0.001800758356061638,0.0033676682206940645,0.0006459212573171058,0.00413802327194128,0.021609209323387335,0.028980466500016455,0.029788282937652788,0.41528610042452974,0.013833798287724963
5,0.00017039061655294008,0.000567866756289559,0.0010450452801125665,0.036722211214853584,0.001943512120275187,0.0009266129566411485,0.004511516872596988,0.0015831433608011758,0.0022619620834698484,0.003265036768605012,0.00040261580262701546,0.00506667862732009,0.0289540317703344,0.026264003073363906,0.03242524181041073,0.38272128441235626,0.02146652390353873
6,0.00021732751190739474,0.0003725737968538617,0.0011511191787478559,0.033772220488229365,0.00028509391268090323,0.000832828359468768,0.0057157289536982625,0.001722280267440257,0.002754288976894781,0.003169097710349289,0.00020558265808456877,0.005899207673667459,0.03586286192457966,0.02350545769650636,0.03129701430312315,0.3948850878834366,0.033330051624517604
7,0.00026274673973181173,0.00020022241121227247,0.001214724079597912,0.0304830281235689,0.0,0.0007291776535558736,0.007025422187043162,0.0018230981725660955,0.0032805490412401994,0.003080271427996273,6.683493349202152e-05,0.006606459530792988,0.04147033941912798,0.020743180034460185,0.02687575993367297,0.3854743794699116,0.04356204975143943
8,0.00030601942086122547,6.951896832885218e-05,0.0012064410081129018,0.02697683802539491,0.0009721061708529433,0.0006180343722191894,0.008436776681948366,0.0018750788835286136,0.0038447298064127056,0.0029984456416507488,0.0,0.007107982599576193,0.04550831998935073,0.018010606224705017,0.019894358797791944,0.39461369821582765,0.04797744243651633
9,0.0003474148863215065,0.0,0.0011057773573353025,0.023417764791359374,0.0028627343199595645,0.0005025038156137029,0.009959269823455796,0.001868651418821643,0.004449917327596142,0.002923734123226329,1.4835797430778896e-05,0.0073335924333286645,0.04771069691426866,0.015337839191226388,0.011591779578586203,0.3962562153837337,0.045520018639256754
10,0.0003871948224373756,0.0,0.0011057773573353025,0.02341776479135943,0.0028627343199595645,0.00038643630740672896,0.011628392612554717,0.0017954693197360094,0.0050963358124421765,0.0028571852032253098,0.00012725373757416225,0.0073681290584165365,0.04771069691426871,0.012755939660000104,0.011591779578586203,0.3962562153837337,0.045520018639256754
11,0.0004257160519849923,9.652587180438571e-05,0.0008147101999672612,0.01482743945369025,0.005170451436789555,0.00027437418127809754,0.01347814528687058,0.0017954693197361205,0.005783454704105795,0.0027999894730073027,0.0003698890476823147,0.00736104235144823,0.06003424405339758,0.010290429533623302,0.005068177097157178,0.2953192897964154,0.038641331758298564
12,0.0004632073541228632,0.00028475687106478687,0.0004757462868201501,0.007710910021538342,0.007129487523425959,0.00017176139155031245,0.015460095053284495,0.002694944094537799,0.006510169934843102,0.002753208699655063,0.0007478893181309676,0.00736104235144823,0.06649784244055529,0.007955660265505204,0.0010808251778620104,0.32217496219405617,0.035959091766490814
13,0.0004998123851147618,0.0005641759331465324,0.00016782438279627776,0.002628649611361167,0.008538320863136148,8.602555861086936e-05,0.017379167680754204,0.003235580763002177,0.007273972557642394,0.002717505725375491,0.0011558787774271773,0.008591410246741468,0.06825346844538871,0.005771440145877216,0.0,0.32728191087987546,0.03972029391629345
14,0.000535692976928348,0.0009272127226140764,0.0,0.0,0.009360946047913307,2.6599101841717765e-05,0.018942614054991536,0.0034993443053149553,0.008072223302867054,0.0026933677858435034,0.0013988728974408948,0.008987422324330183,0.06656707176465182,0.0037992984336523983,0.0015768664329228188,0.3142196836567102,0.04934536877208573
15,0.0005710223345269938,0.001360002930087846,0.00010380143607463532,5.348147830436245e-05,0.00970735212523198,0.0,0.019935735238690078,0.003533796725960159,0.008904579494180886,0.0026813544166047754,0.0013988728974408948,0.00894314490282809,0.06291261972650541,0.002158792325963943,0.005061774753818582,0.2801515927453428,0.060936908738556866
16,0.0006060931229669997,0.0018431995749088673,0.000621154514453659,0.0027848953061778703,0.009776665916940638,0.0,0.020371944118835528,0.0033982809127722224,0.00978148277620472,0.0026827907528604866,0.0018180670924986542,0.008485486796987504,0.05887396362641306,0.0009800798619872264,0.009408596046651785,0.3352309585122244,0.06919610229304035
17,0.0006413448758701978,0.002355604277613506,0.0016921152176161414,0.007945909185496924,0.009775886018976915,3.857574903473604e-05,0.020464265587070263,0.003159093172138583,0.010717079692485476,0.002699265470943235,0.0026304963244794255,0.007704268631862951,0.05599151241416389,0.00030841797865555076,0.01353989595555527,0.2953715937892805,0.07015377847256826
18,0.0006776228647421001,0.002878076175909197,0.0034417413567642274,0.01509790980274317,0.009853896734368234,0.0001343176915958033,0.020464265587070263,0.0028873103938993894,0.011720265294572041,0.002731843242418819,0.003614415294646456,0.006663910712099638,0.05570927531933373,4.4178764353197675e-05,0.016578320533596924,0.3752332149551907,0.06351146753273332
19,0.0007162958406791153,0.0033971550697609737,0.005967210672368328,0.02365497153208651,0.010060459144067196,0.00029349446505538834,0.022709165535627296,0.0026555444845590137,0.012744445087497058,0.002777168569229216,0.0046167247248506404,0.005410613038240461,0.05940154911368267,0.0,0.018026725366963148,0.3559677392149411,0.052805798894013295
20,0.0007588828058562869,0.0033971550697609737,0.005967210672368328,0.02365497153208651,0.01006045914406721,0.0005193645572093841,0.025636326088386063,0.0025331823304369228,0.013701506342834513,0.0028279938054353027,0.005601589613536961,0.004231491879918406,0.05940154911368267,0.0,0.018026725366963148,0.3559677392149411,0.052805798894013295
21,0.0008071224430488133,0.0039017104075683845,0.010152678119598108,0.02428906734986075,0.0126249444108356,0.0008160113991508011,0.02846237352920894,0.002583447394490457,0.014414973212635518,0.0028699047005483758,0.0065656131909863635,0.003574544745593225,0.05790382662282206,4.0519077074085974e-05,0.01660896222663011,0.34325518768348,0.04628052908384425
22,0.0008612809827726609,0.004411603372980945,0.015092236760838845,0.024856995876657795,0.014276325154591069,0.0011875021738473601,0.031224422667570195,0.002583447394490457,0.014821552764350931,0.0028955581440566203,0.0074869070107597135,0.003440164932687187,0.05757350983873133,0.00027728892311423836,0.01463253864882913,0.34840708543290777,0.042764910010232776
23,0.0009193556499861866,0.004946439865182409,0.02062650282089265,0.025308683910636565,0.01453182566857636,0.0016364799699226662,0.03404620533255459,0.0015038282835752037,0.014821552764350931,0.0028955581440566203,0.008335027513556303,0.00345616244903911,0.05821005840327648,0.0007922482892590565,0.01284609547415183,0.33768548548517957,0.04033811368748533
24,0.00097838357094171,0.0055328131054619215,0.026515486816702183,0.025646628551940165,0.013382696361322222,0.0021648326255053196,0.036943812466283366,0.000714732271077656,0.015243110868109033,0.0029391017614325277,0.009083657185795957,0.00345616244903911,0.059503096578170434,0.001554319225297418,0.011878828780258033,0.34751566217230145,0.038388080435611066
25,0.001030043627701982,0.00620115969491674,0.03245193413790676,0.02592804844469837,0.01139431397635493,0.002770900692998679,0.03989168407096372,0.00021963416560050186,0.01598918466405308,0.0030172848848808997,0.009708999931909434,0.002311144722778685,0.061081903495015244,0.002514141646904555,0.012104547186437942,0.3758521492755471,0.038522166333428004
26,0.0010690784508214923,0.006981107218038143,0.038088512118475304,0.026261326684700603,0.009632852527181546,0.0034484688901942895,0.04286915573746092,0.0,0.017001099613631387,0.003124743963013654,0.010185257872154074,0.0016700753610031788,0.062581908287066,0.0036447306437335514,0.013575692658546246,0.34316958262354863,0.04289075148878935
27,0.0010936009005350633,0.00789648015888194,0.04306562257039251,0.026793015819635668,0.009298853047597339,0.004202617154570321,0.045877979565015936,2.526176008788017e-05,0.018102732425664736,0.0032431996868558244,0.01049400617139895,0.0013596405943362005,0.06371195300879534,0.004928301572023341,0.016020834607180734,0.3434905122658501,0.051860613144854656
28,0.0010936009005350633,0.008960002781005463,0.047042032446879906,0.027689050144919958,0.011266260069497686,0.005064422527391144,0.048952799730219376,0.00025187432994411285,0.019206177678280145,0.0033620246663880193,0.010646120552074256,0.0014467676538815477,0.06431369769915957,0.006343108771535988,0.018957832967014254,0.36567509283874966,0.06289703660876525
29,0.0011362803445356673,0.010168896906513819,0.0497237543836799,0.029108221192509998,0.015748927971288934,0.006021084874975657,0.05212268525694691,0.0006271113054057142,0.020263413684362575,0.003473840282498697,0.010690901698877542,0.0019481463275730776,0.06437116632949236,0.00786218641846298,0.021839553291004676,0.3465951643085188,0.07188250450951517
30,0.0012104801082074568,0.010168896906513819,0.0497237543836799,0.029108221192509998,0.015748927971288934,0.006889785597756631,0.05530661686730892,0.0010937018995256231,0.02128126297476607,0.0035766695153088834,0.010690901698877542,0.0029321105258297148,0.06437116632949236,0.009457585993878415,0.021839553291004676,0.3465951643085188,0.07188250450951511
31,0.0013187510690043647,0.011566453980841093,0.06635006311598504,0.03187149383755972,0.016975758832549953,0.007365239853376199,0.05823645412528067,0.0015945282762132584,0.02227077898242069,0.003669344627607818,0.011028583689867144,0.004516515968634574,0.06383053630638102,0.011110381315097229,0.032808753018997994,0.30821032696517503,0.06500229858392315
32,0.0014583291757356287,0.012964810996122206,0.07785324064136742,0.03529468715659484,0.01796292611980549,0.007365239853376199,0.060534484205345296,0.002072981692404774,0.02323870534402206,0.0037507524493912148,0.011449277623641563,0.006309718959232172,0.06338611515640868,0.01281918959967765,0.03989642379928171,0.2718861580418448,0.041122335635645546
33,0.0016203689542567123,0.014279903946809586,0.08419186178039959,0.0392428238915718,0.018426572326116858,0.00788383421080835,0.06195112558445154,0.002072981692404774,0.024180431578848416,0.0038189669579895558,0.011543501161146441,0.0074268579529313955,0.06323891679010157,0.01458066266598973,0.04351621432707509,0.38411564412501825,0.014920165398452478
34,0.0018026717453203944,0.015420086386330939,0.08569558091015914,0.043498522779286286,0.018289240988602073,0.008853640135912416,0.06255622620339524,0.0024806500694987688,0.025088698240672724,0.0038719942605138225,0.011169658663584547,0.007683235823484055,0.06347156823562589,0.01633591955569752,0.04449829894136276,0.29172581751258886,0.0
35,0.0020029788616938715,0.016295135130456148,0.08306036616849291,0.04778615060352226,0.017712257692562378,0.009966364372296505,0.06267776588032742,0.0027396147374757485,0.025956141702624835,0.003908085551538043,0.010458733917673046,0.007659925961546313,0.06403060269520638,0.017933538153736495,0.04356453831979251,0.31974013977396043,0.0036786424457939115
36,0.002221382480686207,0.016822793294602442,0.07732690630212893,0.051802886607254184,0.017059347785026407,0.011031543300587032,0.06267776588032742,0.00284079869516618,0.02677683322177593,0.003926158876796204,0.009604967574830536,0.007659925961546313,0.06476801528222798,0.019173183697688667,0.041107752484254134,0.36610966466240513,0.023738342761254527
37,0.002459697577149089,0.016935803803371827,0.06982705122023788,0.05524926855998852,0.01675864312799913,0.01203021297684706,0.06493447559368426,0.002797429079502478,0.027545266135913793,0.003925458022901784,0.008767516117916263,0.007970951103190418,0.06548427915705296,0.019929667708571075,0.03714982748966528,0.2938763236134379,0.04833831444983788
38,0.002719384955272741,0.016587844568583268,0.06210318868861356,0.0578626881848483,0.01713758381402919,0.012988228891515186,0.06770733677299379,0.0026445250635815376,0.028256049959225482,0.003905068136695111,0.008083464519766936,0.008288623227011002,0.06599098894368716,0.020249410623340125,0.031605899244810665,0.29000321389801326,0.0647170167813404
39,0.003001898545031245,0.015759289161859244,0.05579428167504544,0.05944866466178411,0.01828557237907949,0.013904774753652593,0.07010518947251065,0.0024394481524880884,0.028904573116210863,0.0038624546445130137,0.007683262277669356,0.008609337856053181,0.0661636447215207,0.020312278469600986,0.02486192983920721,0.35159941538740996,0.06584921468987992
40,0.003308122118897139,0.01575928916185923,0.05579428167504544,0.059448664661784056,0.01828557237907949,0.014767248286459783,0.07216564008225984,0.0022585044417397504,0.02948564938412168,0.003794517555711363,0.0077446949136976695,0.008902439513375784,0.0661636447215207,0.020312278469600986,0.02486192983920721,0.35159941538740996,0.06584921468987992
41,0.0036384186453620737,0.016875939897885564,0.03496712145943573,0.06424030921821611,0.02016615143276096,0.015566727479710024,0.07403088810278419,0.0021918064075776567,0.029993389443512375,0.0036991894765427413,0.008547823598386461,0.009140710092120904,0.06569014128588013,0.02130586835109194,0.02270541413024807,0.35643974815278906,0.05981696130448019
42,0.003992657617597872,0.016848250244519247,0.01961594929457544,0.065064626564862,0.021774827503514504,0.016297175051814217,0.07571949964386909,0.0023416309366798282,0.030415373148123592,0.0035836410840621724,0.010219350660983229,0.009291477655202482,0.06508943257642885,0.02248612122407262,0.021513607382916244,0.3878153232347525,0.05464146487304991
