,ImpulseFactor_1_1,ImpulseFactor_1_2,ImpulseFactor_2_1,ImpulseFactor_2_2,ImpulseFactor_3_1,ImpulseFactor_3_2,ImpulseFactor_1_3,ImpulseFactor_1_4,ImpulseFactor_1_5,ImpulseFactor_1_6,ImpulseFactor_1_7,ImpulseFactor_2_3,ImpulseFactor_2_4,ImpulseFactor_2_5,ImpulseFactor_2_6,ImpulseFactor_2_7,ImpulseFactor_3_3
0,0.06006532251974005,0.07879659162065461,0.05537315861861138,0.0954563998272123,0.054086052573751035,0.09057920718137091,0.10275960451604767,0.037199115944493134,0.08437047424579926,0.024844624057076107,0.05663914231734821,0.07327309995412055,0.022380312546284992,0.09725214100330687,0.06248029852869031,0.3348677106606917,0.07316473695794215
1,0.060141983982675264,0.07923327487003898,0.055536678063088506,0.09578726653880279,0.05435732487813007,0.09070203136371448,0.10297379181729414,0.037297929346832535,0.08451014559961624,0.024891931574226367,0.05680631703147286,0.07358065594830002,0.022644004413689526,0.0974960421657375,0.06293508270660868,0.33628171209647806,0.0742948723476494
2,0.06021873668829816,0.07967218290314843,0.055700680387656756,0.09611913819357855,0.054629957765300635,0.0908250220937366,0.1031883738789371,0.03739700523074888,0.08465002877370649,0.02493932816183354,0.05697395846368611,0.07388940154696556,0.02291072592670899,0.09774048530220977,0.06339300691766761,0.3376788679846601,0.07544085999333762
3,0.06029558072835059,0.08011332488670482,0.055865167018281044,0.09645201685956711,0.05490395805932804,0.09094817959727264,0.1034033512130044,0.037496344293480526,0.08479012402504918,0.024986813983751497,0.05714206775912359,0.07419934049970278,0.02318051006410226,0.09798547126719323,0.06385409035663904,0.3390591935923902,0.07660287248319197
4,0.060372516194623374,0.0805567100009832,0.05603013938513692,0.09678590460211116,0.05517933261850378,0.09107150410046419,0.10361872433127597,0.037595947234117945,0.08493043161072078,0.025034389204120946,0.05731064606479515,0.07451047656071401,0.023453390120269646,0.09823100091472435,0.06431835229927864,0.34042271070282426,0.07778108273092355
5,0.060449543178956254,0.08100234743953051,0.056195598922623276,0.09712080348380846,0.055456088335517545,0.09119499582975953,0.10383449374527913,0.0376958147536086,0.08507095178789441,0.0250820539873698,0.05747969452958227,0.0748228134887563,0.023729399707229617,0.0984770750983952,0.06478581210210861,0.34176944744364324,0.07897566392076356
6,0.06052666177323777,0.08145024640887953,0.05636154706937514,0.09745671556445198,0.05573423213762908,0.09131865501191387,0.10405065996628378,0.03779594755476191,0.08521168481383888,0.025129808498213543,0.05764921430423504,0.07513635504707893,0.02400857275658081,0.09872369467134258,0.06525648920218947,0.3430994381139036,0.08018678945057668
7,0.060603872069405165,0.08190041612825925,0.056527985268275495,0.09779364290096892,0.05601377098684194,0.09144248187399004,0.10426722350529778,0.037896346342254195,0.08535263094591813,0.02517765290165583,0.05781920654136946,0.07545110500336001,0.024290943521448272,0.0989708604862367,0.06573040311688065,0.3444127230095248,0.08141463287306899
8,0.06068117415944437,0.08235286582930093,0.05669491496646859,0.09813158754736022,0.05629471188007797,0.09156647664335868,0.10448418487306205,0.0379970118226336,0.08549379044159025,0.025225587362988862,0.05798967239546432,0.07576706712964257,0.02457654657841292,0.09921857339527017,0.0662075734435899,0.34570934824770794,0.08265936783506653
9,0.060758568135389775,0.0828076047557399,0.05686233761537184,0.09847055155463906,0.05657706184935191,0.09169063954769875,0.104701544580046,0.0380979447043251,0.08563516355840686,0.025273612047793752,0.05816061302285841,0.07608424520226974,0.024865416829423462,0.0994668342501468,0.0666880198595113,0.3469893655905743,0.08392116801484216
10,0.0608360540893242,0.08326464216311337,0.057030254670688764,0.09881053697076965,0.05686082796194765,0.09181497081499793,0.10491930313644249,0.0381991456976355,0.08577675055401218,0.02532172712194113,0.05833202958174729,0.07640264300181936,0.025157589503689598,0.09971564390207006,0.06717176212135148,0.3482528322683011,0.0852002070574697
11,0.06091363211337882,0.08372398731845383,0.057198667592421905,0.09915154584060518,0.05714601732059541,0.09193947067355308,0.10513746105216312,0.038300615514758385,0.08591855168614243,0.025369932751591513,0.05850392323218048,0.07672226431303794,0.025453100159555618,0.09996500320173203,0.06765882006504438,0.34949981080202136,0.08649665850818414
12,0.060991302299733034,0.0841856494999785,0.05736757784488485,0.09949358020582563,0.05743263706364899,0.09206413935197061,0.10535601883683347,0.038402354869779165,0.08606056721262477,0.025418229103195678,0.05867629513605805,0.07704311292477353,0.02575198468635319,0.10021491299930187,0.06814921360545381,0.35073036882674674,0.08781069574372961
13,0.06106906474061438,0.08464963799677414,0.05753698689671578,0.09983664210487553,0.05772069436526468,0.09218897707916669,0.10557497699978821,0.0385043644786801,0.08620279739137685,0.02546661634349529,0.05884914645712768,0.07736519262990826,0.026054279306232494,0.10046537414441455,0.06864296273606413,0.3519445789145596,0.08914249190167761
14,0.06114691952829843,0.08511596210847801,0.05770689622088949,0.1001807335729008,0.058010196435581134,0.09231398408436847,0.10579433605006618,0.03860664505934533,0.08634524248040569,0.025515094639523138,0.059022478360981304,0.07768850722529,0.026360020575970446,0.10071638748615913,0.0691400875286585,0.35314251839831123,0.09049221980769846
15,0.06122486675510871,0.08558463114495403,0.057877307294730514,0.10052585664168588,0.058301150520899236,0.09243916059711342,0.10601409649640556,0.03870919733156593,0.086487902737807,0.025563664158603786,0.059196292015051916,0.0780130605116632,0.02666924538875498,0.10096795387306748,0.06964060813298488,0.3543242691960534,0.09186005190077254
16,0.06130290651341654,0.0860556544259652,0.058048221599926286,0.10087201333959005,0.05859356390386389,0.09256450684725034,0.10623425884723907,0.038812022017044964,0.08663077842176455,0.025612325068353925,0.0593705885886102,0.07833885629359914,0.02698199097594417,0.10122007415310254,0.07014454477640938,0.35548991763641785,0.09324616015632708
17,0.061381038895641095,0.08652904128084098,0.05821964062253944,0.1012192056914839,0.05888744390364611,0.09269002306493983,0.10645482361068881,0.03891511983940259,0.08677386979054899,0.025661077536682758,0.059545369252761236,0.07866589837942534,0.027298294908799137,0.10147274917364692,0.07065191776355682,0.35663955428515,0.09465071600728796
18,0.061459263994249086,0.08700480104814096,0.05839156585302097,0.10156743571868489,0.05918279787612653,0.09281570948065446,0.1066757912945616,0.039018491524181124,0.08691717710251749,0.025709921731792606,0.05972063518044094,0.07899419058115426,0.02761819510018951,0.10172597978149092,0.0711627474759384,0.35777327377299134,0.09607389026303696
19,0.06153758190175482,0.08748294307531349,0.05856399878622354,0.10191670543889314,0.05947963321407906,0.09294156632517937,0.10689716240634388,0.03912213779885017,0.08706070061611247,0.02575885782217928,0.0598963875464128,0.07932373671441115,0.02794172980627009,0.10197976682282112,0.07167705437156628,0.35889117462509335,0.09751585302626654
20,0.06161599271072003,0.08796347671835045,0.05873694092141375,0.10226701686612669,0.05977795734735608,0.09306759382961265,0.10711893745319676,0.03922605939281172,0.08720444058986118,0.025807885976632455,0.060072627527264166,0.07965454059836144,0.028268937628127724,0.10223411114320839,0.07219485898455494,0.359993359092139,0.0989767736077267
21,0.0616944965137538,0.08844641134143712,0.05891039376228602,0.10261837201065617,0.06007777774307483,0.09319379222536572,0.10734111694195109,0.039330257037405295,0.08734839728237455,0.025857006364236285,0.06024935630140282,0.07998660605563696,0.028599857513396883,0.10248901358759616,0.07271618192470902,0.3610799329833321,0.1004568204388609
22,0.06177309340351246,0.08893175631659776,0.059084358816974894,0.10297077287893965,0.060379101905803596,0.0933201617441638,0.10756370137910243,0.0394347314659131,0.08749257095234668,0.025906219154369765,0.06042657504905325,0.0803199369122617,0.028934528757842828,0.10274447500028869,0.07324104387709758,0.3621510055014105,0.10195616098232904
23,0.06185178347269947,0.08941952102333675,0.05925883759806851,0.10332422147355669,0.060681937377749906,0.09344670261804634,0.10778669127080602,0.03953948341356516,0.0876369618585537,0.02595552451670713,0.060604284952253076,0.08065453699757673,0.02927299100691084,0.10300049622493894,0.07376946560161464,0.36320668907982395,0.1034749616404189
24,0.06193056681406535,0.08990971484827497,0.05943383162262204,0.10367871979314257,0.06098629173894964,0.0935734150793674,0.1080100871228718,0.039644513617544536,0.08778157025985324,0.02600492262121846,0.060782487194849216,0.08099041014416429,0.029615284257240335,0.1032570781045367,0.07430146793252573,0.36424709922221016,0.1050133876613501
25,0.06200944352040751,0.09040234718478192,0.05960934241217014,0.10403426983232157,0.0612921726074561,0.09370029936079612,0.10823388944075928,0.03974982281699246,0.0879263964151833,0.02605441363816996,0.060961182962494254,0.08132756018777121,0.029961448858142448,0.10351422148139658,0.0748370717780002,0.36527235434429234,0.10657160304347524
26,0.06208841368457029,0.0908974274326029,0.05978537149274104,0.10439087358164051,0.06159958763953093,0.09382735569531714,0.10845809872957263,0.039855411753013575,0.08807144058356173,0.026103997738124576,0.061140373442642455,0.08166599096723146,0.0303115255130395,0.10377192719714604,0.07537629811962937,0.36628257561831196,0.10814977043738792
27,0.06216747739944468,0.09139496499748206,0.059961920394869084,0.10474853302750171,0.06190854452983624,0.09395458431623083,0.10868271549405537,0.039961281168681154,0.08821670302408507,0.026153675091942368,0.061320059824546025,0.082005706324388,0.03066555528086516,0.10403019609271312,0.07591916801193013,0.36727788682010054,0.10974805104594901
28,0.0622466347579683,0.0918949692907803,0.0601389906536083,0.10510725015209552,0.062219051011626364,0.09408198545715445,0.10890774023858552,0.04006743180904228,0.08836218399592792,0.026203445870780922,0.06150024329925104,0.08234671010401376,0.031023579577423674,0.10428902900831444,0.07646570258183392,0.3682584141788863,0.11136660452224413
29,0.06232588585312535,0.09239744972908896,0.06031658380854615,0.10546702693333285,0.06253111485694188,0.09420955935202148,0.1091331734671702,0.04017386442112316,0.08850788375834212,0.02625331024609592,0.06168092505959364,0.08268900615373198,0.03138564017670667,0.1045484267834428,0.0770159230281608,0.3692242862299206,0.1130055888654912
30,0.06240523077794638,0.0929024157338385,0.06049470140381606,0.10582786534477703,0.06284474387680443,0.09433730623508281,0.10935901568344084,0.04028057975393433,0.08865380257065568,0.026303268389641542,0.06186210630019578,0.08303259832393556,0.03175177921216601,0.10480839025685522,0.07756985062107842,0.37017563367000356,0.11466516031491635
31,0.062484669625508325,0.09340987673090288,0.060673344988111846,0.10618976735557563,0.0631599459214115,0.09446522634090701,0.10958526739064768,0.04038757855847592,0.08879994069227216,0.02635332047347085,0.062043788217461336,0.08337749046770583,0.03212203917794117,0.10506892026656035,0.07812750670154613,0.3711125892159761,0.11634547324162318
32,0.06256420248893425,0.09391984215019875,0.06085251611470027,0.10655273493039182,0.06347672888033336,0.09459331990438061,0.10981192909165491,0.04049486158774301,0.08894629838266963,0.026403466669936388,0.06222597200957177,0.08372368644073037,0.03249646293003952,0.10533001764980629,0.07868891268074325,0.3720352874662419,0.1180466800384806
33,0.06264382946139341,0.09443232142528038,0.06103221634143499,0.10691677002933536,0.06379510068271076,0.09472158716070873,0.11003900128893523,0.04060242959673082,0.08909287590140003,0.026453707151690563,0.06240865887648216,0.08407119010122015,0.03287509368746791,0.10559168324306807,0.07925409003948215,0.3729438647653701,0.11976893100805969
34,0.06272355063610101,0.09494732399292938,0.06121244723077036,0.10728187460789354,0.06411506929745277,0.0948500283454154,0.11026648448456483,0.04071028334244014,0.089239673508088,0.026504042091686046,0.06259185001991666,0.0844200053098257,0.03325797503331372,0.10585391788203541,0.07982306032760525,0.3738384590718262,0.12151237424865317
35,0.0628033661063181,0.09546485929274011,0.0613932103497743,0.1076480506168614,0.06443664273343667,0.09497864369434399,0.11049437918021811,0.04081842358388256,0.08938669146243038,0.026554471663176395,0.06277554664336447,0.0847701359295527,0.03364515091577406,0.10611672240159994,0.08039584516336651,0.3747192098288692,0.12327715553841356
36,0.06288327596535165,0.09598493676669985,0.06157450727014277,0.10801530000227211,0.06475982903970821,0.0951074334436577,0.1107226858771624,0.04092685108208587,0.08953393002419492,0.026604996039716305,0.06295974995207526,0.0851215858256766,0.034036665649131034,0.10638009763584289,0.08097246623279639,0.3755862578386468,0.12506341821765132
37,0.0629632803065542,0.09650756585876447,0.06175633956821265,0.10838362470532652,0.06508463630568355,0.09523639782983992,0.11095140507625278,0.041035566600099396,0.08968138945321989,0.02665561539516226,0.06314446115305489,0.08547435886565645,0.034432563914671456,0.10664404441802233,0.08155294528905067,0.37643974513951295,0.1268713030693369
38,0.06304337922332384,0.0970327560144292,0.06193870882497582,0.10875302666232284,0.0654110726613509,0.09536553708969475,0.11118053727792682,0.04114457090299936,0.08982907000941273,0.02670632990367292,0.06332968145506084,0.085828458919048,0.03483289076154928,0.10690856358056064,0.082137304151743,0.3772798148865865,0.12870094819785471
39,0.06312357280910422,0.09756051668029433,0.06212161662609321,0.10912350780458585,0.06573914627747454,0.09549485146034738,0.11141008298219916,0.04125386475789429,0.08997697195274955,0.02675713973970948,0.06351541206859775,0.08618388985741587,0.03523769160758887,0.10717365595503181,0.0827255647062604,0.37810661123556427,0.13055248890606122
40,0.06320386115738426,0.09809085730362643,0.062305064561907805,0.1094950700583956,0.06606886536579959,0.09562434117924448,0.11164004268865639,0.041363448933930395,0.09012509554327396,0.026808045078036326,0.06370165420591276,0.08654065555424505,0.03564701224002726,0.10743932237214864,0.0833177489030622,0.3789202792297938,0.13242605757070303
41,0.06328424436169815,0.09862378733191415,0.0624890542274594,0.10986771534491618,0.0664002381792568,0.09575400648415476,0.11187041689645161,0.041473324202296984,0.09027344104109636,0.026859046093721375,0.06388840908099097,0.08689875988485134,0.036060898816193454,0.10770556366174992,0.0839138787569619,0.3797209646906079,0.13432178351625532
42,0.06336472251562524,0.09915931621241976,0.06267358722249762,0.11024144558012383,0.06673327301216961,0.09588384761316913,0.11210120610429909,0.0415834913362319,0.09042200870639303,0.026910142962136504,0.06407567790955061,0.08725820672629123,0.036479397864123034,0.10797238065278768,0.08451397634639161,0.38050881411091636,0.13623979288724442
43,0.06344529571278984,0.09969745339172505,0.06285866515149624,0.11061626267473501,0.0670679782004619,0.09601386480470189,0.1123324108104691,0.04169395111102695,0.09057079879940512,0.02696133585895814,0.06426346190903845,0.08761899995727082,0.03690255628310591,0.10823977417331433,0.08511806381264941,0.381283974552046,0.1381802085191237
44,0.06352596404686121,0.10023820831527297,0.06304428962366743,0.1109921685341339,0.06740436212186615,0.09614405829749008,0.11256403151278223,0.04180470430403339,0.090719811580438,0.02701262496016764,0.06445176229862476,0.08798114345805383,0.0373304213441654,0.1085077450504696,0.08572616335912885,0.3820465935438161,0.14014314980777495
45,0.06360672761155348,0.10078159042690366,0.06323046225297495,0.11136916505829993,0.0677424331961333,0.09627442833059463,0.11279606870860426,0.04191575169466734,0.09086904730985997,0.02706401044205171,0.06464058029919868,0.08834464111036895,0.03776304069046644,0.10877629411046759,0.08633829725053077,0.38279681898782936,0.142128732577713
46,0.06368758650062535,0.1013276091683861,0.0634171846581491,0.11174725414173459,0.06808219988524392,0.09640497514340063,0.11302852289484058,0.04202709406441533,0.09101850624810182,0.027115492481203016,0.06482991713336309,0.08870949679731623,0.03820046233765106,0.10904542217858378,0.0869544878120572,0.3835347990639585,0.1441370689490747
47,0.06376854080788016,0.1018762739789442,0.06360445846270008,0.11212643767338837,0.06842367069361932,0.09653569897561778,0.113261394567931,0.04213873219683975,0.09116818865565547,0.02716707125452047,0.06501977402542976,0.08907571440327264,0.03864273467409897,0.10931513007914198,0.087574757428587,0.38426068214000003,0.1461682672034786
48,0.06384959062716572,0.10242759429477843,0.06379228529493225,0.11250671753658702,0.06876685416833477,0.09666660006728084,0.11349468422384398,0.0422506668775844,0.09131809479307348,0.027218746939209854,0.06521015220141424,0.08944329781379691,0.039089906461110976,0.10958541863550113,0.08819912854383334,0.384974616684468,0.14822243164884638
49,0.0639307360523742,0.10298157954858184,0.06398066678795883,0.11288809560895778,0.06911175889933367,0.09679767865875001,0.11372839235807153,0.04236289889438001,0.09146822492096776,0.027270519712784214,0.06540105288903078,0.08981225091553327,0.039542026833013375,0.1098562886700421,0.0888276236594824,0.38567675118249284,0.15029966248328
50,0.06401197717744198,0.10353823916905161,0.06416960457971521,0.11327057376235514,0.06945839351964203,0.09692893499071142,0.11396251946562345,0.04247542903704977,0.09161857930000898,0.027322389753064266,0.06559247731768712,0.0901825775961146,0.03999914529718087,0.1101277410041545,0.08946026533431357,0.3863672340547901,0.15240005565809586
51,0.06409331409634958,0.10409758258039506,0.0643591003129741,0.11365415386278639,0.0698067667055847,0.09706036930417762,0.11419706604102205,0.04258825809751489,0.09176915819092536,0.027374357238179,0.06578442671847934,0.09055428174406462,0.04046131173397596,0.11039977645822337,0.09009707618330075,0.3870462135796603,0.15452370274011892
52,0.06417474690312155,0.10465961920183085,0.06454915563535901,0.11403883777033685,0.07015688717700302,0.09719198184048784,0.11443203257829648,0.042701386869800184,0.09191996185450198,0.027426422346566056,0.0659769023241865,0.09092736724869918,0.04092857639660237,0.11067239585161603,0.09073807887669438,0.3877138378179772,0.1566706907733471
53,0.06425627569182633,0.1052243584470852,0.06473977219935902,0.11442462733909473,0.07050876369747236,0.0973237728413087,0.1146674195709773,0.04281481615003967,0.09207099055157972,0.02747858525697215,0.06616990536926542,0.09130183800002674,0.04140098991087041,0.11094560000266844,0.09138329613908441,0.38837025454112284,0.15884110214009828
