,ImpulseFactor_1_1,ImpulseFactor_1_2,ImpulseFactor_2_1,ImpulseFactor_2_2,ImpulseFactor_3_1,ImpulseFactor_3_2,ImpulseFactor_1_3,ImpulseFactor_1_4,ImpulseFactor_1_5,ImpulseFactor_1_6,ImpulseFactor_1_7,ImpulseFactor_2_3,ImpulseFactor_2_4,ImpulseFactor_2_5,ImpulseFactor_2_6,ImpulseFactor_2_7,ImpulseFactor_3_3
0,4.798182144110162e-06,0.001719621810009416,0.0011227428399824741,0.12650501867533473,0.05408669202334326,0.0017349184488259404,0.00022725220054926117,0.0014203180974878048,0.001518359721911068,0.04237726244112966,0.00200962823184155,4.967561831873215e-06,1.6184413023103382e-05,0.23177512143467,0.12340824576936206,0.36382579400684123,0.1978511924076011
1,2.1421533948919247e-08,0.0009860445035991202,0.0007029075821257024,0.12677954858297036,0.054357965575912666,0.001086892993038595,1.0192123384942179e-06,0.0008903062610338161,0.0009521902216936085,0.04243817595807534,0.001152388302579259,2.0289758882212436e-07,6.787097139274681e-07,0.23196049091603085,0.12389731033025651,0.3641791918445904,0.1988148245973005
2,9.563666049818142e-11,0.0005654055777954525,0.00044006432409536767,0.1270546742509242,0.05463059970975578,0.0006809175261902557,4.5711055313353235e-09,0.0005580758562733298,0.0005971353199146753,0.04249917703274263,0.0006608181448090906,8.287250957942889e-09,2.8462377666828466e-08,0.2321460086524952,0.1243883130448232,0.36453293295110667,0.1997831501476298
3,4.2697086273347263e-13,0.0003242079502855561,0.00027550792489087247,0.12733039697206222,0.05490460124891196,0.000426581715442703,2.0501131108238542e-11,0.00034982193767070524,0.00037447411469463445,0.04256026579098788,0.00037893531158859895,3.384886377340552e-10,1.1935985677313434e-09,0.23233167476263478,0.12488126159392875,0.36488701765982,0.20075619191755348
4,1.906215845197064e-15,0.00018590335708783487,0.0001724852766324796,0.12760671804205598,0.05517997705164677,0.0002672452286081916,9.194632979615531e-14,0.00021928092158093792,0.00023483933691339476,0.042621442358848384,0.00021729423063925112,1.3825399816720024e-11,5.0054762028918926e-11,0.2325174893651161,0.12537616368887888,0.36524144630448424,0.20173397287737038
5,8.510320412071283e-18,0.00010659842902090226,0.00010798662385761615,0.12788363875938874,0.05545673401062363,0.00016742398848418875,4.1237371335018696e-16,0.00013745313655728488,0.00014727189943928356,0.0426827068625426,0.00012460380762921932,5.646915694769608e-13,2.099097024331919e-12,0.23270345257870065,0.12587302707153913,0.3655962192191775,0.20271651610925595
6,3.7994413748370695e-20,6.112436723967001e-05,6.760641348544204e-05,0.12816116042536171,0.05573487905307632,0.00010488790413934667,1.8494710973154204e-18,8.616054973328785e-05,9.235681146746312e-05,0.04274405942847041,7.145200694019219e-05,2.3064545898536222e-14,8.802775478212125e-14,0.2328895645222448,0.12637185951445587,0.3659513367383024,0.20370384480780712
7,1.6962645425603019e-22,3.504918697927e-05,4.232586389950556e-05,0.12843928434410004,0.056014419140982395,6.571025176469098e-05,8.294765716311337e-21,5.4008518948918284e-05,5.7918589064936556e-05,0.04280550018321337,4.097297982236033e-05,9.420598894338345e-16,3.6915328458662085e-15,0.23307582531470009,0.12687266882097786,0.3663067991965862,0.2046959822805899
8,7.572990643843579e-25,2.009747607024001e-05,2.6498650978212802e-05,0.12871801182255893,0.05629536127123743,4.1166207127589296e-05,3.720152122861741e-23,3.385447432827512e-05,3.6321771030984386e-05,0.04286702925353501,2.3495282321863246e-05,3.847796697078747e-17,1.5480816006086297e-16,0.23326223507511312,0.12737546282537854,0.3666626069290816,0.20569295194868947
9,3.3809695276173934e-27,1.1524048892568129e-05,1.65898209504317e-05,0.12899734417052985,0.056577712475830155,2.578983588953767e-05,1.6684656674531274e-25,2.1221197217569582e-05,2.2778024674394788e-05,0.04292864676638106,1.3472983751179328e-05,1.5716133961449145e-18,6.49203662057795e-18,0.2334487939226257,0.12788024939297826,0.3670187602711665,0.20669477734726327
10,1.5094373523318733e-29,6.6079791519171965e-06,1.0386270583875024e-05,0.12927728270064667,0.056861479822018474,1.615683546331694e-05,7.482967339863454e-28,1.3302206585168028e-05,1.4284501921030802e-05,0.042990352848879705,7.725861246222606e-06,6.419176638977199e-20,2.722501156680331e-19,0.233635501976475,0.12838703642026764,0.36737525955854466,0.20770148212609643
11,6.738898715305151e-32,3.789066575405813e-06,6.502458161771808e-06,0.12955782872839186,0.05714667041250634,1.0121946231328873e-05,3.356065473911576e-30,8.338299588865189e-06,8.958063662179889e-06,0.043052147628341905,4.4302682388865495e-06,2.6218807261039015e-21,1.1417083700100666e-20,0.23382235935599346,0.12889583183503078,0.36773210512724586,0.20871309005016014
12,3.0085883210048403e-34,2.172680207184385e-06,4.070947488238631e-06,0.1298389835721025,0.05743329138562155,6.341204361616954e-06,1.5051750132838156e-32,5.226744870373033e-06,5.617760074470764e-06,0.04311403123226158,2.5404645570205187e-06,1.0708941237377262e-22,4.787869415418201e-22,0.23400936618060908,0.12940664359646964,0.3680892973136264,0.2097296250001726
13,1.343187376407509e-36,1.2458317078224486e-06,2.5486689863577183e-06,0.13012074855297676,0.05772134991549443,3.9726423986852875e-06,6.750618658143741e-35,3.2763109131329295e-06,3.5229966479874276e-06,0.043176003788315945,1.4567876745764546e-06,4.3740137102275865e-24,2.007841419161612e-23,0.2341965225698452,0.12991947969532813,0.36844683645436915,0.2107511109731628
14,5.996673973453163e-39,7.14369578681433e-07,1.5956269690995606e-06,0.13040312499507983,0.05801085321223737,2.4887839482605397e-06,3.027611531250258e-37,2.053709041809003e-06,2.209333474053699e-06,0.04323806542436571,8.353709650989377e-07,1.786544114228831e-25,8.42008587685931e-25,0.2343838286433209,0.13043434815401753,0.36880472288648414,0.21177757208303702
15,2.677221315172719e-41,4.0962506552146497e-07,9.989627676822622e-07,0.13068611422535037,0.05830180852212531,1.559175208714781e-06,1.357865411802136e-39,1.2873383937713395e-06,1.3855120760227313e-06,0.043300216268455385,4.790297594556608e-07,7.297050451905437e-27,3.531048094589513e-26,0.2345712845207509,0.1309512570267416,0.36916295694730866,0.21280903256114814
16,1.195248232961322e-43,2.348821944702237e-07,6.25413477298238e-07,0.13096971757360662,0.05859422312777715,9.767932379867176e-07,6.089944028609192e-42,8.0694981924898e-07,8.688791146058389e-07,0.04336245644881353,2.74691747775757e-07,2.980443912555608e-28,1.4807806985164505e-27,0.23475889032194566,0.13147021439962292,0.3695215389745077,0.2138455167568675
17,5.336198133119211e-46,1.3468327483552646e-07,3.9154814397515507e-07,0.13125393637255262,0.05888810434833796,6.1194215021098e-07,2.731302966350027e-44,5.058250526330714e-07,5.448894519673898e-07,0.04342478609385303,1.575174711104442e-07,1.2173474713430552e-29,6.209803487125176e-29,0.2349466461668114,0.1319912283908291,0.3698804693060743,0.2148870491381598
18,2.382351191212914e-48,7.722843598824415e-08,2.451337468976232e-07,0.13153877195778457,0.059183459539662225,3.8336997088213835e-07,1.224972817311124e-46,3.1706926226140664e-07,3.4170980735336367e-07,0.04348720533217135,9.03258066757963e-08,4.9721951140983635e-31,2.6041438402962556e-30,0.23513455217535031,0.1325143071507,0.3702397482803297,0.21593365429216085
19,1.0636031602814395e-50,4.4283385093462853e-08,1.5346913219407575e-07,0.13182422566779706,0.05948029609449799,2.4017390291467883e-07,5.493928801155375e-49,1.9875037139356563e-07,2.1429226060419468e-07,0.04354971429255079,5.179585028960242e-08,2.030868329269042e-32,1.09207403342364e-31,0.23532260846766054,0.13303945886187504,0.3705993762359238,0.2169853569257577
20,4.748467340722831e-53,2.5392436998652176e-08,9.608132227603566e-08,0.13211029884398934,0.05977862144267181,1.50464324340634e-07,2.46399375117713e-51,1.2458385227046436e-07,1.34386464674597e-07,0.04361231310395878,2.97014796319753e-08,8.294980539145566e-34,4.579722809560675e-33,0.2355108151639363,0.13356669173942132,0.37095935351183545,0.21804218186617205
21,2.1199581693556908e-55,1.456022061930629e-08,6.015294644813122e-08,0.13239699283067166,0.06007844305127484,9.426300120261681e-08,1.1050862553156984e-53,7.809362134883221e-08,8.427612755037221e-08,0.04367500189554812,1.703182566549609e-08,3.3880434862839593e-35,1.9205530367439923e-34,0.23569917238446791,0.13409601403096208,0.3713196804473728,0.2191041540615464
22,9.464575235203655e-58,8.348943604512043e-09,3.7659525084348625e-08,0.13268430897507158,0.06037976842484962,5.9053954714266613e-08,4.956244840735801e-56,4.895187927031702e-08,5.285104933807505e-08,0.04373778079665725,9.766620690087143e-09,1.3838294870952642e-36,8.054033224994253e-36,0.23588768024964188,0.13462743401680577,0.37168035738217353,0.22017129858153286
23,4.2254694303734977e-60,4.7873491160495684e-09,2.3577229600907504e-08,0.1329722486273403,0.06068260510557799,3.6996165228164265e-08,2.2228457555381286e-58,3.068479144272039e-08,3.3143827289241724e-08,0.043800649936810536,5.600508223688405e-09,5.652182615444357e-38,3.377540216191286e-37,0.23607633887994103,0.1351609600100755,0.37204138465620523,0.2212436406178851
24,1.886465209829039e-62,2.74510317048429e-09,1.4760827557141321e-08,0.13326081314055896,0.06098696067346985,2.3177384956048804e-08,9.96932841635051e-61,1.9234326442992732e-08,2.0785079977356125e-08,0.043863609445718516,3.2115194557967005e-09,2.3086058373702033e-39,1.4164056185648048e-38,0.2362651483959446,0.1356966003568392,0.37240276260976574,0.22232120548505285
25,8.42214349561796e-65,1.5740634814661543e-09,9.241205767588426e-09,0.13355000387074503,0.06129284274655287,1.4520185270227038e-08,4.471183338989523e-63,1.2056764811526157e-08,1.3034691072184068e-08,0.04392665945327817,1.8415930845947752e-09,9.429385557672355e-41,5.939840084463193e-40,0.2364541089183281,0.13623436343624004,0.37276449158348346,0.22340401862077972
26,3.760074699029737e-67,9.025802273392312e-10,5.785575619545324e-09,0.13383982217685877,0.06160025898106317,9.096616407827104e-09,2.0052986135023172e-65,7.557612071901448e-09,8.17428518593014e-09,0.04398980008957321,1.0560313072697725e-09,3.851385565953675e-42,2.490931959500799e-41,0.23664322056786374,0.1367742576606276,0.37312657191831755,0.22449210558670346
27,1.678689249315171e-69,5.175465134512453e-10,3.622133960795065e-09,0.13413026942080944,0.06190921707163703,5.6988549754128086e-09,8.993642676757734e-68,4.737381969560083e-09,5.126238737142612e-09,0.044053031484874314,6.055638084562511e-10,1.5730792517617311e-43,1.0445974872441917e-42,0.23683248346542018,0.13731629147568947,0.3734890039555585,0.22558549206895967
28,7.494525564860451e-72,2.967651910292379e-10,2.267683510284147e-09,0.13442134696746189,0.06221972475150337,3.5702228801076937e-09,4.03359420151029e-70,2.969560717326751e-09,3.2147549287138447e-09,0.04411635376963942,3.4725061992727437e-10,6.425163853234026e-45,4.380625115812256e-44,0.23702189773196286,0.1378604733605833,0.3738517880368282,0.2266842038787879
29,3.345938711721804e-74,1.701674657594166e-10,1.4197124011630641e-09,0.13471305618464274,0.06253178979267739,2.2366758706157687e-09,1.8090425389596743e-72,1.8614270309111345e-09,2.0160296431005738e-09,0.04417976707451399,1.991251646086245e-10,2.624326173946516e-46,1.8370594070555327e-45,0.23721146348855388,0.1384068118280695,0.3742149245040805,0.22778826695314108
30,1.4937978082414755e-76,9.757534669936854e-11,8.888291919376504e-10,0.13500539844314707,0.06284542000615508,1.401234353762226e-09,8.113446083743889e-75,1.1668091415641499e-09,1.2642878265953203e-09,0.044243271530331266,1.1418505513025697e-10,1.0718929547289493e-47,7.703894252145956e-47,0.2374011808563522,0.13895531542464443,0.3745784136996012,0.22889770735529785
31,6.669075808500842e-79,5.59504617466813e-11,5.564629369957839e-10,0.13529837511674472,0.06316062324210871,8.778463343563898e-10,3.638831367209122e-77,7.313977664605333e-10,7.928572449057887e-10,0.04430686726811257,6.547754444158844e-11,4.378093385662316e-49,3.230705899891097e-48,0.23759104995661365,0.13950599273067396,0.3749422559660087,0.23001255127547776
32,2.977415811842016e-81,3.2082429379542415e-11,3.483807722099385e-10,0.1355919875821867,0.06347740739008341,5.499538208393916e-10,1.6319938016861297e-79,4.5846631957849323e-10,4.972147936379762e-10,0.04437055441906753,3.754702242959403e-11,1.7882104373404607e-50,1.3548291643130668e-49,0.23778107091069112,0.14005885236052787,0.37530645164625426,0.2311328250314595
33,1.3292703773597733e-83,1.839631421727057e-11,2.1810825910677428e-10,0.13588623721921178,0.06379578037919452,3.4453547644826947e-10,7.319393233615823e-82,2.87383111935154e-10,3.1181218636884825e-10,0.04443433311459442,2.1530723324331143e-11,7.30385646566014e-52,5.681613001465461e-51,0.23797124384003446,0.1406139029627145,0.37567100108362217,0.23225855506920234
34,5.934541386858029e-86,1.0548589471729616e-11,1.365494782872825e-10,0.13618112541055288,0.0641157501783261,2.158448401181348e-10,3.282703479201452e-84,1.8014202897491866e-10,1.9554293398380365e-10,0.04449820348628032,1.2346439660778966e-11,2.983223794974906e-53,2.3826418229480995e-52,0.2381615688661907,0.1411711532200161,0.37603590462173014,0.2333897679634702
35,2.6494821574436314e-88,6.048643142799866e-12,8.548855553150367e-11,0.13647665354194363,0.06443732479633049,1.3522263508506475e-10,1.4722726035362268e-86,1.1291947666891042e-10,1.226284305186293e-10,0.044562165665901515,7.079863040411404e-12,1.2184829004713996e-54,9.991849242454876e-54,0.23835204611080413,0.14173061184962457,0.37640116260452966,0.23452649041845922
36,1.182864057222269e-90,3.468338962947711e-12,5.3521208711521175e-11,0.13677282300212484,0.0647605122822286,8.47143764443979e-11,6.603053345685329e-89,7.078197288960185e-11,7.690245648409792e-11,0.044626219785423686,4.05983117790744e-12,4.9768327178206375e-56,4.190182944090829e-55,0.23854267569561616,0.14229228760327786,0.3767667753763065,0.23566874926842796
37,5.28090885208407e-93,1.988772502841499e-12,3.350764045705049e-11,0.13706963518285104,0.06508532072541148,5.307192521317609e-11,2.9614293834743724e-91,4.436867610389617e-11,4.822688986784464e-11,0.04469036597700219,2.3280435086144837e-12,2.0327625354108388e-57,1.7571955579902235e-56,0.2387334577424658,0.142856189267397,0.37713274328168045,0.23681657147833107
38,2.3576672343489364e-95,1.1403776015874039e-12,2.0977888878605853e-11,0.13736709147889706,0.06541175825584283,3.324853896176235e-11,1.3281831198647403e-93,2.781187552207434e-11,3.024393514407631e-11,0.04475460437298237,1.3349783132597004e-12,8.302717329786615e-59,7.368977131118037e-58,0.23892439237328927,0.14342232566322327,0.37749906666560656,0.2379699841444556
