,mean_x,mean_y,rms_x,rms_y,var_x,var_y,std_x,std_y,min_abs_x,min_abs_y,max_abs_x,max_abs_y,p2p_x,p2p_y,impulse_factor_x,impulse_factor_y
0,-0.00021101992966002345,-0.004326299335677998,0.5388142757567592,0.42076012320769024,0.29032077922987026,0.1770203644158088,0.5388142344350882,0.42073788089000114,0.0,0.0,2.33,1.773,4.0969999999999995,3.208,5.5114463032221215,5.319455240600895
1,0.003325127002735443,-0.005608831574833917,0.5055391656316008,0.43400833365850616,0.2555587915179108,0.18833177469339837,0.5055282301888895,0.43397208976315327,0.001,0.0,1.982,1.678,3.7969999999999997,3.331,4.930400979093172,4.9124443574985674
2,-0.008224697147323174,0.001542399374755765,0.5424176823859157,0.4520838403985609,0.294149296521743,0.20437741975368026,0.5423553231247417,0.4520812092463922,0.0,0.0,1.83,1.967,3.598,3.648,4.257334471538951,5.489194574004383
3,0.022522860492379837,-0.00885111371629543,0.5150239207274296,0.4737223791801976,0.26474235967669446,0.22433455032212815,0.5145312037930202,0.47363968406598717,0.0,0.0,1.886,1.843,3.4859999999999998,3.683,4.621566340513304,4.939430087954303
4,0.002368112543962488,0.0036611957796014068,0.48532848562652026,0.45743643559985736,0.23553813100351054,0.20923468825976588,0.48532270810617395,0.45742178376173326,0.0,0.0,1.705,1.879,3.241,3.614,4.409812554199187,5.188899308594387
5,0.004874169597499024,0.0067733489644392336,0.4981937609471428,0.4682039811409477,0.2481732659173937,0.21916908970003882,0.49816991671255473,0.46815498470062117,0.0,0.0,1.885,1.828,3.581,3.636,4.667001748294035,4.931701469752574
6,-0.009008597108245413,-0.01958812035951544,0.5390684230706304,0.47926964837944513,0.2905136099299975,0.2293157013985381,0.538993144603897,0.4788691902790762,0.0,0.0,2.102,1.624,3.7809999999999997,3.2030000000000003,4.844046363645369,4.301962261963421
7,-0.007709652207893708,-0.006893317702227431,0.412980767236288,0.4099294671457377,0.1704936753699064,0.1679946502054446,0.4129087978838746,0.40987150450530785,0.0,0.0,1.862,1.475,3.341,2.864,5.7382278523696035,4.560246320535652
8,-0.0027600625244236033,-0.01302930832356389,0.3561208796054691,0.4398235578233761,0.12681446294583432,0.19327499914102217,0.3561101837154258,0.43963052571565386,0.0,0.001,1.314,2.147,2.609,3.8869999999999996,4.679267075887733,6.118300871947349
9,-0.007291910902696367,-0.011491598280578351,0.33946970690622,0.45027264590105515,0.11518650994238205,0.2026133988156948,0.33939138165601973,0.4501259810494111,0.0,0.0,1.309,1.608,2.5999999999999996,3.034,4.834085202182007,4.479996167660499
