,mean_x,mean_y,rms_x,rms_y,var_x,var_y,std_x,std_y,min_abs_x,min_abs_y,max_abs_x,max_abs_y,p2p_x,p2p_y,impulse_factor_x,impulse_factor_y
0,0.001863618601016025,0.005174677608440797,0.41289190981549917,0.3597756171900783,0.17047625611680023,0.12941171743615046,0.4128877040029168,0.35973840139210944,0.0,0.0,1.374,1.563,2.728,2.879,4.159749851820567,5.50826573754011
1,-0.006985150449394296,0.00482336850332161,0.4074941364950457,0.3559714353131304,0.16600267895104223,0.12669239787517136,0.4074342633493681,0.35593875579258205,0.0,0.0,1.852,1.244,3.282,2.41,5.80296976724538,4.3918178594931065
2,-0.004273544353262991,0.0015849941383352876,0.4077205835468121,0.37060796981704386,0.16621781106641373,0.13734775508549235,0.4076981862437135,0.37060458049718215,0.0,0.0,1.528,1.426,2.9770000000000003,2.691,4.739991853834517,4.910452460922362
3,-0.013093395857756936,-0.005563501367721767,0.3949402168836127,0.3837832918249793,0.1558063378969871,0.14725866253654854,0.39472311548348304,0.38374296415250214,0.0,0.0,2.283,1.512,3.844,2.8049999999999997,7.3461066444689775,5.002111141994661
4,-0.012144196951934349,-0.0015814771395076196,0.4114850035751641,0.37790223039897985,0.16917242664764545,0.14280759467058088,0.41130575810173803,0.37789892123500546,0.0,0.0,2.13,1.381,3.4459999999999997,2.725,6.543979138678085,4.6418796177716475
5,0.013294255568581475,-0.00043493552168816067,0.3962218364122089,0.37117364475454767,0.15681500641874047,0.13776968539146714,0.3959987454762205,0.37117338992911,0.001,0.0,1.407,1.469,2.73,2.653,4.42440868830058,5.04744571120901
6,-0.0024017194216490786,0.0046869871043376315,0.40402129198435777,0.403327412847042,0.16322743612052934,0.16265103410577197,0.40401415336659846,0.4033001786582446,0.0,0.0,1.666,1.601,3.161,3.112,5.2161232305188845,4.999571670193371
7,0.00014693239546697837,0.023488081281750683,0.3948310831388317,0.38817657016976337,0.1558915626234542,0.15012935966646312,0.3948310557991281,0.387465301241883,0.0,0.0,1.452,1.534,2.675,2.84,4.603601438196455,4.990485610184618
8,0.006474794841735055,0.005822586948026573,0.41312008469294936,0.3934956652986556,0.17062628140846708,0.15480493609006427,0.41306934213091523,0.39345258429709706,0.0,0.0,1.688,1.45,3.17,2.724,5.198459088956201,4.636101254435504
9,-0.008067213755373195,0.014158264947245015,0.42956666278982003,0.39224235725247436,0.18446243784260807,0.15365361035666134,0.4294909054247925,0.39198674767989455,0.0,0.0,1.779,1.408,3.48,2.752,5.305366828033554,4.500222945807307
10,-0.000309495896834701,0.010130128956623682,0.4057715444768783,0.38720780358546936,0.16465045051944108,0.14982726364480559,0.4057714264452847,0.3870752687072704,0.0,0.0,1.987,1.544,3.606,2.923,6.190008545947249,5.034250162134338
11,-0.015042985541227044,0.004189917936694021,0.39508721589954393,0.38672498717985815,0.15586761675325927,0.1495386602969452,0.39480073043658276,0.386702288972984,0.0,0.0,1.412,1.302,2.806,2.466,4.520132452485109,4.220418720834199
12,0.019558030480656508,-0.014252442360296989,0.3879717154296523,0.38455085477243883,0.15013953541714484,0.14767622779297976,0.38747843219609635,0.38428664795043266,0.0,0.0,1.487,1.376,2.8150000000000004,2.713,4.870604724389292,4.522839079603459
13,0.007513872606486908,0.012121141070730755,0.4053829870118574,0.38374464570425254,0.1642789078771092,0.14711303104582574,0.40531334529855934,0.38355316586599275,0.0,0.0,1.563,1.487,2.961,2.781,4.87777504061035,4.812778567561962
14,-0.001744431418522862,-0.010447831184056271,0.37704072108149506,0.36592798198979837,0.14215666231267984,0.13379413082667568,0.3770366856324194,0.3657788004063052,0.0,0.0,1.386,1.348,2.5519999999999996,2.659,4.609983778893844,4.6559300300989355
15,0.03602696365767879,0.006639703008987887,0.38859625177466356,0.39510738594005623,0.14970910478292598,0.15606576076833695,0.38692260826026437,0.3950515925399326,0.0,0.0,1.246,1.492,2.402,2.8609999999999998,4.0375093545458345,4.749860354134451
16,0.004118405627198122,-0.011479874951152795,0.4072333137944505,0.36589870143364067,0.16582201059909926,0.13375007218193044,0.4072124882651553,0.3657185696432852,0.0,0.0,1.542,1.356,2.87,2.575,4.778225410952683,4.6709714936457365
17,0.003702618210238375,0.0043438843298163375,0.3987363701103388,0.3963108422748135,0.15897698346715827,0.15704341437350128,0.39871917870496054,0.39628703533360926,0.0,0.0,1.318,1.477,2.567,2.829,4.133291830014498,4.736406607535358
18,0.012337631887456037,-0.0009824150058616637,0.3695911759746749,0.39142198654570654,0.13644542019775274,0.15321020641214353,0.3693851921744465,0.3914207536809252,0.0,0.0,1.527,1.393,2.877,2.737,5.195617835004667,4.50647776145555
19,-0.006826103946854242,0.015319265338022664,0.37143862351075013,0.37367170090161883,0.1379200553404675,0.13939586016421213,0.3713758949372825,0.3733575500297431,0.0,0.0,1.441,1.408,2.709,2.793,4.845571925656499,4.781083053568822
20,0.005688940992575226,0.0036865963266901123,0.34456820876057626,0.3639128268220233,0.11869488643885505,0.13241895453311997,0.344521242362289,0.3638941529251603,0.0,0.0,1.465,1.345,2.683,2.46,5.391994281424121,4.659164130776145
21,-0.016101992966002343,-0.010683470105509966,0.3513654395889751,0.35380665300973463,0.12319839796007653,0.12506501118045543,0.35099629337085103,0.3536453183352714,0.0,0.0,1.266,1.179,2.458,2.3449999999999998,4.564562965217281,4.17874905990435
22,0.0001238765142633835,0.0061453692848769045,0.36286402374230436,0.36983731095819394,0.13167028438106484,0.1367418710131403,0.3628640025974812,0.36978625043819613,0.0,0.0,1.398,1.35,2.6879999999999997,2.656,4.899888373749341,4.6025670404160985
23,-0.010466979288784683,0.005511918718249312,0.3656533586110491,0.39510751649352793,0.1335928210081086,0.15607956834172687,0.3655035170940337,0.39506906781185347,0.0,0.0,1.226,1.57,2.4139999999999997,3.0,4.202043607131329,4.985264939490086
24,-0.005348573661586555,-0.007559593591246582,0.36763632115804734,0.41654903302355245,0.1351278573944095,0.17345594945759177,0.36759741211603963,0.41648043106200294,0.0,0.001,1.427,1.463,2.6029999999999998,2.9240000000000004,4.841867643607522,4.426911593423162
25,-0.031049237983587344,0.0072583040250097704,0.37523628559529587,0.38781123869499673,0.139838214847993,0.15034487388082823,0.37394948167900033,0.3877433092663602,0.0,0.0,1.968,1.527,3.16,2.969,6.686225698911454,5.000797293042946
26,-0.017273935130910512,0.008309105119187183,0.36775866239041705,0.41058548108790643,0.13494804492828183,0.16851139605230586,0.36735275271635276,0.4105013959200454,0.0,0.0,1.31,1.395,2.565,2.763,4.558991124879983,4.287029286693031
27,0.0067557639703008975,-0.002527549824150058,0.36293044406523195,0.3798704268919098,0.13167286688256408,0.14429515271892826,0.36286756107781815,0.379862017999863,0.0,0.0,1.323,1.465,2.49,2.6950000000000003,4.579879711697672,4.80342023800982
28,0.0010633059788980098,-0.003958577569363032,0.37578273084989144,0.35784574494967153,0.1412115301853972,0.12803790684221272,0.37578122649408285,0.3578238489008422,0.0,0.0,1.772,1.384,3.17,2.658,6.023824041638272,4.847877923450294
29,-0.014937475576397031,-0.015124267291910904,0.3618640901959587,0.3784136511330081,0.1307224915967535,0.14296814790269682,0.36155565490910735,0.378111290366602,0.0,0.0,1.352,1.331,2.606,2.465,4.781954513099427,4.40591080370321
30,0.007583431027745216,-0.006023055881203593,0.33308013674070613,0.3564166122460555,0.11088486906505494,0.12699652428280694,0.3329937973372101,0.3563657170419272,0.0,0.0,1.413,1.218,2.705,2.333,5.380354140316942,4.290863786232009
31,-0.016271981242672918,0.008470887065259867,0.33807972195594876,0.3649428638359585,0.11403312102424974,0.13311153793711855,0.3376879047645174,0.36484453940975814,0.0,0.0,1.28,1.657,2.279,2.899,4.770234964130615,5.710076717663645
32,0.021116060961313014,0.009288393903868698,0.3492591332591149,0.37952634401203333,0.12153605413438627,0.14395397153782685,0.34862021475294036,0.3794126665490055,0.0,0.0,1.168,1.301,2.3099999999999996,2.488,4.195541281467485,4.335734797132308
33,0.015826494724501757,-0.000580304806565065,0.3648750512820322,0.36851671199331865,0.13288332511280096,0.13580423026469804,0.36453165172972424,0.3685162550888333,0.001,0.0,1.709,1.357,2.952,2.572,5.907447981110566,4.642991516415636
34,0.010324736225087925,0.002460336068776864,0.3614588093919766,0.40708715280694024,0.1305458707089476,0.16571389672688977,0.3613113210362327,0.4070797179016535,0.0,0.0,1.298,1.495,2.479,2.918,4.473589436582729,4.665721498609688
35,-0.01916959749902306,0.006348964439234076,0.3571049505144209,0.39378005129807253,0.12715647221363244,0.15502241945086198,0.35659006185483133,0.39372886540214697,0.0,0.0,1.38,1.349,2.752,2.638,4.887568837876852,4.289361495918877
36,0.006037514654161782,-0.003321610003907775,0.3728771430565164,0.36869928844377353,0.13900091223079064,0.13592813220592684,0.37282826104091227,0.3686843259564025,0.0,0.0,1.65,1.315,2.973,2.542,5.578360082228412,4.438067768176495
37,0.014944118796404848,0.007314185228604923,0.3477334931505661,0.3671812728658903,0.12069525557209372,0.13476858983785706,0.3474122271482305,0.3671084170076424,0.0,0.0,1.238,1.221,2.442,2.436,4.464508473716401,4.206620649544204
38,-0.00024814380617428465,-0.006332551778038296,0.3546304468176444,0.3825585249471895,0.12576269223473352,0.14631092379774788,0.35463036000141546,0.3825061094907477,0.0,0.0,1.245,1.451,2.309,2.582,4.391894593040969,4.751216559800488
